,name,pasType,bufferVal,spacing,minh,distance,tolerance,TruePositives,FalsePositives,FalseNegatives,TrueNegatives
399,Y,IN,1,50,0.4893544462033438,25,0,0,0,184,184
400,Y,TE,1,50,5.940196442901604e-07,50,0,56,14,39,81
401,Y,IN,1,50,5.940196442901604e-07,50,0,50,13,134,171
402,Y,TE,1,50,1.016535778812721e-06,50,0,56,14,39,81
403,Y,IN,1,50,1.016535778812721e-06,50,0,50,13,134,171
404,Y,TE,1,50,1.6093086668181623e-06,50,0,56,14,39,81
405,Y,IN,1,50,1.6093086668181623e-06,50,0,50,13,134,171
406,Y,TE,1,50,2.0779157985436884e-06,50,0,56,14,39,81
407,Y,IN,1,50,2.0779157985436884e-06,50,0,50,13,134,171
408,Y,TE,1,50,2.790339598377975e-06,50,0,56,14,39,81
409,Y,IN,1,50,2.790339598377975e-06,50,0,50,13,134,171
410,Y,TE,1,50,3.717084910976357e-06,50,0,56,14,39,81
411,Y,IN,1,50,3.717084910976357e-06,50,0,50,13,134,171
412,Y,TE,1,50,4.505954604354668e-06,50,0,56,14,39,81
413,Y,IN,1,50,4.505954604354668e-06,50,0,50,13,134,171
414,Y,TE,1,50,8.321941163168395e-06,50,0,56,14,39,81
415,Y,IN,1,50,8.321941163168395e-06,50,0,50,13,134,171
416,Y,TE,1,50,1.1018953906086284e-05,50,0,56,14,39,81
417,Y,IN,1,50,1.1018953906086284e-05,50,0,50,13,134,171
418,Y,TE,1,50,1.3402359850748068e-05,50,0,56,14,39,81
419,Y,IN,1,50,1.3402359850748068e-05,50,0,50,13,134,171
420,Y,TE,1,50,1.55044306682279e-05,50,0,56,14,39,81
421,Y,IN,1,50,1.55044306682279e-05,50,0,50,13,134,171
422,Y,TE,1,50,1.7471071247752787e-05,50,0,56,14,39,81
423,Y,IN,1,50,1.7471071247752787e-05,50,0,50,13,134,171
424,Y,TE,1,50,1.9366859082867094e-05,50,0,56,14,39,81
425,Y,IN,1,50,1.9366859082867094e-05,50,0,50,13,134,171
426,Y,TE,1,50,2.1228257879976858e-05,50,0,56,14,39,81
427,Y,IN,1,50,2.1228257879976858e-05,50,0,50,13,134,171
428,Y,TE,1,50,2.3079783295543167e-05,50,0,56,14,39,81
429,Y,IN,1,50,2.3079783295543167e-05,50,0,50,13,134,171
430,Y,TE,1,50,2.4937689210803773e-05,50,0,56,14,39,81
431,Y,IN,1,50,2.4937689210803773e-05,50,0,50,13,134,171
432,Y,TE,1,50,2.6815016326074932e-05,50,0,56,14,39,81
433,Y,IN,1,50,2.6815016326074932e-05,50,0,50,13,134,171
434,Y,TE,1,50,2.8720159718362152e-05,50,0,56,14,39,81
435,Y,IN,1,50,2.8720159718362152e-05,50,0,50,13,134,171
436,Y,TE,1,50,3.066303628341213e-05,50,0,56,14,39,81
437,Y,IN,1,50,3.066303628341213e-05,50,0,50,13,134,171
438,Y,TE,1,50,3.265147045275237e-05,50,0,56,14,39,81
439,Y,IN,1,50,3.265147045275237e-05,50,0,50,13,134,171
440,Y,TE,1,50,3.469387050113955e-05,50,0,56,14,39,81
441,Y,IN,1,50,3.469387050113955e-05,50,0,50,13,134,171
442,Y,TE,1,50,3.679424133474234e-05,50,0,56,14,39,81
443,Y,IN,1,50,3.679424133474234e-05,50,0,50,13,134,171
444,Y,TE,1,50,3.896150178308387e-05,50,0,56,14,39,81
445,Y,IN,1,50,3.896150178308387e-05,50,0,50,13,134,171
446,Y,TE,1,50,4.1201815323662365e-05,50,0,56,14,39,81
447,Y,IN,1,50,4.1201815323662365e-05,50,0,50,13,134,171
448,Y,TE,1,50,4.3522270426320884e-05,50,0,56,14,39,81
449,Y,IN,1,50,4.3522270426320884e-05,50,0,50,13,134,171
450,Y,TE,1,50,4.5930620654174636e-05,50,0,56,14,39,81
451,Y,IN,1,50,4.5930620654174636e-05,50,0,50,13,134,171
452,Y,TE,1,50,4.8430748910933426e-05,50,0,56,14,39,81
453,Y,IN,1,50,4.8430748910933426e-05,50,0,50,13,134,171
454,Y,TE,1,50,5.103157420234897e-05,50,0,56,14,39,81
455,Y,IN,1,50,5.103157420234897e-05,50,0,50,13,134,171
456,Y,TE,1,50,5.373863956935208e-05,50,0,56,14,39,81
457,Y,IN,1,50,5.373863956935208e-05,50,0,50,13,134,171
458,Y,TE,1,50,5.6558347537972355e-05,50,0,56,14,39,81
459,Y,IN,1,50,5.6558347537972355e-05,50,0,49,13,135,171
460,Y,TE,1,50,5.9503553162298034e-05,50,0,56,14,39,81
461,Y,IN,1,50,5.9503553162298034e-05,50,0,48,13,136,171
462,Y,TE,1,50,6.258088252872146e-05,50,0,56,14,39,81
463,Y,IN,1,50,6.258088252872146e-05,50,0,47,13,137,171
464,Y,TE,1,50,6.579744633126796e-05,50,0,56,14,39,81
465,Y,IN,1,50,6.579744633126796e-05,50,0,47,13,137,171
466,Y,TE,1,50,6.916279424208485e-05,50,0,56,14,39,81
467,Y,IN,1,50,6.916279424208485e-05,50,0,47,13,137,171
468,Y,TE,1,50,7.26826372011691e-05,50,0,56,14,39,81
469,Y,IN,1,50,7.26826372011691e-05,50,0,47,12,137,172
470,Y,TE,1,50,7.637262516287333e-05,50,0,56,14,39,81
471,Y,IN,1,50,7.637262516287333e-05,50,0,47,12,137,172
472,Y,TE,1,50,8.02413126351504e-05,50,0,55,14,40,81
473,Y,IN,1,50,8.02413126351504e-05,50,0,47,12,137,172
474,Y,TE,1,50,8.429298837344815e-05,50,0,55,13,40,82
475,Y,IN,1,50,8.429298837344815e-05,50,0,47,12,137,172
476,Y,TE,1,50,8.854082809258606e-05,50,0,55,13,40,82
477,Y,IN,1,50,8.854082809258606e-05,50,0,47,12,137,172
478,Y,TE,1,50,9.29962951204289e-05,50,0,55,13,40,82
479,Y,IN,1,50,9.29962951204289e-05,50,0,47,12,137,172
480,Y,TE,1,50,9.76699825394582e-05,50,0,55,13,40,82
481,Y,IN,1,50,9.76699825394582e-05,50,0,47,12,137,172
482,Y,TE,1,50,0.00010257607577622926,50,0,55,13,40,82
483,Y,IN,1,50,0.00010257607577622926,50,0,47,12,137,172
484,Y,TE,1,50,0.00010772623633702747,50,0,55,13,40,82
485,Y,IN,1,50,0.00010772623633702747,50,0,47,12,137,172
486,Y,TE,1,50,0.00011312761002080568,50,0,55,13,40,82
487,Y,IN,1,50,0.00011312761002080568,50,0,46,12,138,172
488,Y,TE,1,50,0.00011879367445999373,50,0,54,12,41,83
489,Y,IN,1,50,0.00011879367445999373,50,0,46,12,138,172
490,Y,TE,1,50,0.00012474516769543696,50,0,54,12,41,83
491,Y,IN,1,50,0.00012474516769543696,50,0,46,11,138,173
492,Y,TE,1,50,0.00013098843728808054,50,0,54,12,41,83
493,Y,IN,1,50,0.00013098843728808054,50,0,46,11,138,173
494,Y,TE,1,50,0.00013754133996373067,50,0,54,12,41,83
495,Y,IN,1,50,0.00013754133996373067,50,0,46,11,138,173
496,Y,TE,1,50,0.0001444071882724529,50,0,54,11,41,84
497,Y,IN,1,50,0.0001444071882724529,50,0,46,11,138,173
498,Y,TE,1,50,0.00015160583959884986,50,0,54,11,41,84
499,Y,IN,1,50,0.00015160583959884986,50,0,46,11,138,173
500,Y,TE,1,50,0.00015916267128997393,50,0,53,11,42,84
501,Y,IN,1,50,0.00015916267128997393,50,0,46,11,138,173
502,Y,TE,1,50,0.00016708290049631782,50,0,53,11,42,84
503,Y,IN,1,50,0.00016708290049631782,50,0,46,11,138,173
504,Y,TE,1,50,0.00017538682979210748,50,0,53,11,42,84
505,Y,IN,1,50,0.00017538682979210748,50,0,46,11,138,173
506,Y,TE,1,50,0.00018410010542503679,50,0,53,11,42,84
507,Y,IN,1,50,0.00018410010542503679,50,0,46,11,138,173
508,Y,TE,1,50,0.00019322733034771644,50,0,53,11,42,84
509,Y,IN,1,50,0.00019322733034771644,50,0,45,11,139,173
510,Y,TE,1,50,0.00020280518574089453,50,0,53,11,42,84
511,Y,IN,1,50,0.00020280518574089453,50,0,45,11,139,173
512,Y,TE,1,50,0.0002128585827462562,50,0,53,11,42,84
513,Y,IN,1,50,0.0002128585827462562,50,0,44,11,140,173
514,Y,TE,1,50,0.00022340147254313843,50,0,53,11,42,84
515,Y,IN,1,50,0.00022340147254313843,50,0,44,11,140,173
516,Y,TE,1,50,0.00023447614976222352,50,0,53,11,42,84
517,Y,IN,1,50,0.00023447614976222352,50,0,43,11,141,173
518,Y,TE,1,50,0.00024612108265081097,50,0,53,11,42,84
519,Y,IN,1,50,0.00024612108265081097,50,0,43,11,141,173
520,Y,TE,1,50,0.0002583488740638875,50,0,53,10,42,85
521,Y,IN,1,50,0.0002583488740638875,50,0,43,10,141,174
522,Y,TE,1,50,0.00027122801689172,50,0,53,10,42,85
523,Y,IN,1,50,0.00027122801689172,50,0,43,10,141,174
524,Y,TE,1,50,0.0002847942861920343,50,0,53,10,42,85
525,Y,IN,1,50,0.0002847942861920343,50,0,43,8,141,176
526,Y,TE,1,50,0.00029909067699278877,50,0,53,10,42,85
527,Y,IN,1,50,0.00029909067699278877,50,0,43,8,141,176
528,Y,TE,1,50,0.0003141848512753782,50,0,53,9,42,86
529,Y,IN,1,50,0.0003141848512753782,50,0,43,8,141,176
530,Y,TE,1,50,0.0003301293440520337,50,0,53,9,42,86
531,Y,IN,1,50,0.0003301293440520337,50,0,43,8,141,176
532,Y,TE,1,50,0.0003470264148914034,50,0,53,9,42,86
533,Y,IN,1,50,0.0003470264148914034,50,0,43,8,141,176
534,Y,TE,1,50,0.00036493262881032314,50,0,53,9,42,86
535,Y,IN,1,50,0.00036493262881032314,50,0,42,8,142,176
536,Y,TE,1,50,0.0003839462882533796,50,0,53,9,42,86
537,Y,IN,1,50,0.0003839462882533796,50,0,42,8,142,176
538,Y,TE,1,50,0.00040420006948694545,50,0,53,8,42,87
539,Y,IN,1,50,0.00040420006948694545,50,0,42,8,142,176
540,Y,TE,1,50,0.0004257630947297131,50,0,52,8,43,87
541,Y,IN,1,50,0.0004257630947297131,50,0,42,8,142,176
542,Y,TE,1,50,0.00044881428666145777,50,0,52,8,43,87
543,Y,IN,1,50,0.00044881428666145777,50,0,42,8,142,176
544,Y,TE,1,50,0.00047349282959381904,50,0,52,7,43,88
545,Y,IN,1,50,0.00047349282959381904,50,0,42,8,142,176
546,Y,TE,1,50,0.0005000047358169888,50,0,51,7,44,88
547,Y,IN,1,50,0.0005000047358169888,50,0,41,7,143,177
548,Y,TE,1,50,0.0005285515190075534,50,0,51,7,44,88
549,Y,IN,1,50,0.0005285515190075534,50,0,40,7,144,177
550,Y,TE,1,50,0.0005593962305114734,50,0,51,6,44,89
551,Y,IN,1,50,0.0005593962305114734,50,0,40,6,144,178
552,Y,TE,1,50,0.0005928162869010952,50,0,51,6,44,89
553,Y,IN,1,50,0.0005928162869010952,50,0,39,5,145,179
554,Y,TE,1,50,0.0006291721459333007,50,0,51,6,44,89
555,Y,IN,1,50,0.0006291721459333007,50,0,39,4,145,180
556,Y,TE,1,50,0.0006688900828539947,50,0,51,6,44,89
557,Y,IN,1,50,0.0006688900828539947,50,0,39,4,145,180
558,Y,TE,1,50,0.0007124764817035615,50,0,51,6,44,89
559,Y,IN,1,50,0.0007124764817035615,50,0,39,4,145,180
560,Y,TE,1,50,0.0007605943147138664,50,0,50,6,45,89
561,Y,IN,1,50,0.0007605943147138664,50,0,39,4,145,180
562,Y,TE,1,50,0.000813930760983307,50,0,50,5,45,90
563,Y,IN,1,50,0.000813930760983307,50,0,38,4,146,180
564,Y,TE,1,50,0.0008733624931044557,50,0,50,5,45,90
565,Y,IN,1,50,0.0008733624931044557,50,0,38,4,146,180
566,Y,TE,1,50,0.0009401870150351577,50,0,50,5,45,90
567,Y,IN,1,50,0.0009401870150351577,50,0,38,4,146,180
568,Y,TE,1,50,0.0010157830986010812,50,0,50,5,45,90
569,Y,IN,1,50,0.0010157830986010812,50,0,38,4,146,180
570,Y,TE,1,50,0.001101983265510241,50,0,50,5,45,90
571,Y,IN,1,50,0.001101983265510241,50,0,38,4,146,180
572,Y,TE,1,50,0.0012015383620366652,50,0,50,4,45,91
573,Y,IN,1,50,0.0012015383620366652,50,0,38,4,146,180
574,Y,TE,1,50,0.0013176206679799385,50,0,50,4,45,91
575,Y,IN,1,50,0.0013176206679799385,50,0,38,4,146,180
576,Y,TE,1,50,0.0014549556716485755,50,0,50,4,45,91
577,Y,IN,1,50,0.0014549556716485755,50,0,38,4,146,180
578,Y,TE,1,50,0.0016202303371275631,50,0,50,4,45,91
579,Y,IN,1,50,0.0016202303371275631,50,0,37,4,147,180
580,Y,TE,1,50,0.0018228366908494664,50,0,48,4,47,91
581,Y,IN,1,50,0.0018228366908494664,50,0,37,4,147,180
582,Y,TE,1,50,0.0020772677956175847,50,0,46,3,49,92
583,Y,IN,1,50,0.0020772677956175847,50,0,37,4,147,180
584,Y,TE,1,50,0.002406047242256396,50,0,46,3,49,92
585,Y,IN,1,50,0.002406047242256396,50,0,37,2,147,182
586,Y,TE,1,50,0.0028463750485353085,50,0,46,2,49,93
587,Y,IN,1,50,0.0028463750485353085,50,0,36,2,148,182
588,Y,TE,1,50,0.0034641027338373634,50,0,44,1,51,94
589,Y,IN,1,50,0.0034641027338373634,50,0,36,2,148,182
590,Y,TE,1,50,0.004381964885803229,50,0,43,1,52,94
591,Y,IN,1,50,0.004381964885803229,50,0,36,2,148,182
592,Y,TE,1,50,0.005862944543443387,50,0,41,1,54,94
593,Y,IN,1,50,0.005862944543443387,50,0,35,1,149,183
594,Y,TE,1,50,0.008576700452046294,50,0,41,1,54,94
595,Y,IN,1,50,0.008576700452046294,50,0,34,1,150,183
596,Y,TE,1,50,0.015003258994833474,50,0,38,0,57,95
597,Y,IN,1,50,0.015003258994833474,50,0,33,1,151,183
598,Y,TE,1,50,0.4893544462033438,50,0,0,0,95,95
599,Y,IN,1,50,0.4893544462033438,50,0,0,0,184,184
