,name,pasType,bufferVal,spacing,minh,distance,tolerance,TruePositives,FalsePositives,FalseNegatives,TrueNegatives
287,13,IN,1,50,0.00011312761002080568,25,0,1546,521,2809,3834
288,13,TE,1,50,0.00011879367445999373,25,0,1646,862,1012,1796
289,13,IN,1,50,0.00011879367445999373,25,0,1544,518,2811,3837
290,13,TE,1,50,0.00012474516769543696,25,0,1641,853,1017,1805
291,13,IN,1,50,0.00012474516769543696,25,0,1536,512,2819,3843
292,13,TE,1,50,0.00013098843728808054,25,0,1633,847,1025,1811
293,13,IN,1,50,0.00013098843728808054,25,0,1533,509,2822,3846
294,13,TE,1,50,0.00013754133996373067,25,0,1625,837,1033,1821
295,13,IN,1,50,0.00013754133996373067,25,0,1529,504,2826,3851
296,13,TE,1,50,0.0001444071882724529,25,0,1615,824,1043,1834
297,13,IN,1,50,0.0001444071882724529,25,0,1521,498,2834,3857
298,13,TE,1,50,0.00015160583959884986,25,0,1609,815,1049,1843
299,13,IN,1,50,0.00015160583959884986,25,0,1512,493,2843,3862
300,13,TE,1,50,0.00015916267128997393,25,0,1601,812,1057,1846
301,13,IN,1,50,0.00015916267128997393,25,0,1509,488,2846,3867
302,13,TE,1,50,0.00016708290049631782,25,0,1588,808,1070,1850
303,13,IN,1,50,0.00016708290049631782,25,0,1505,479,2850,3876
304,13,TE,1,50,0.00017538682979210748,25,0,1577,801,1081,1857
305,13,IN,1,50,0.00017538682979210748,25,0,1499,473,2856,3882
306,13,TE,1,50,0.00018410010542503679,25,0,1572,791,1086,1867
307,13,IN,1,50,0.00018410010542503679,25,0,1492,469,2863,3886
308,13,TE,1,50,0.00019322733034771644,25,0,1564,780,1094,1878
309,13,IN,1,50,0.00019322733034771644,25,0,1490,461,2865,3894
310,13,TE,1,50,0.00020280518574089453,25,0,1553,767,1105,1891
311,13,IN,1,50,0.00020280518574089453,25,0,1486,455,2869,3900
312,13,TE,1,50,0.0002128585827462562,25,0,1545,757,1113,1901
313,13,IN,1,50,0.0002128585827462562,25,0,1480,451,2875,3904
314,13,TE,1,50,0.00022340147254313843,25,0,1540,749,1118,1909
315,13,IN,1,50,0.00022340147254313843,25,0,1474,444,2881,3911
316,13,TE,1,50,0.00023447614976222352,25,0,1528,734,1130,1924
317,13,IN,1,50,0.00023447614976222352,25,0,1462,441,2893,3914
318,13,TE,1,50,0.00024612108265081097,25,0,1518,715,1140,1943
319,13,IN,1,50,0.00024612108265081097,25,0,1456,435,2899,3920
320,13,TE,1,50,0.0002583488740638875,25,0,1513,708,1145,1950
321,13,IN,1,50,0.0002583488740638875,25,0,1451,428,2904,3927
322,13,TE,1,50,0.00027122801689172,25,0,1506,694,1152,1964
323,13,IN,1,50,0.00027122801689172,25,0,1445,418,2910,3937
324,13,TE,1,50,0.0002847942861920343,25,0,1493,692,1165,1966
325,13,IN,1,50,0.0002847942861920343,25,0,1437,410,2918,3945
326,13,TE,1,50,0.00029909067699278877,25,0,1485,679,1173,1979
327,13,IN,1,50,0.00029909067699278877,25,0,1429,406,2926,3949
328,13,TE,1,50,0.0003141848512753782,25,0,1470,659,1188,1999
329,13,IN,1,50,0.0003141848512753782,25,0,1421,398,2934,3957
330,13,TE,1,50,0.0003301293440520337,25,0,1462,648,1196,2010
331,13,IN,1,50,0.0003301293440520337,25,0,1416,393,2939,3962
332,13,TE,1,50,0.0003470264148914034,25,0,1450,636,1208,2022
333,13,IN,1,50,0.0003470264148914034,25,0,1396,387,2959,3968
334,13,TE,1,50,0.00036493262881032314,25,0,1438,620,1220,2038
335,13,IN,1,50,0.00036493262881032314,25,0,1388,379,2967,3976
336,13,TE,1,50,0.0003839462882533796,25,0,1420,606,1238,2052
337,13,IN,1,50,0.0003839462882533796,25,0,1384,370,2971,3985
338,13,TE,1,50,0.00040420006948694545,25,0,1411,592,1247,2066
339,13,IN,1,50,0.00040420006948694545,25,0,1379,352,2976,4003
340,13,TE,1,50,0.0004257630947297131,25,0,1399,584,1259,2074
341,13,IN,1,50,0.0004257630947297131,25,0,1367,345,2988,4010
342,13,TE,1,50,0.00044881428666145777,25,0,1390,569,1268,2089
343,13,IN,1,50,0.00044881428666145777,25,0,1357,338,2998,4017
344,13,TE,1,50,0.00047349282959381904,25,0,1375,548,1283,2110
345,13,IN,1,50,0.00047349282959381904,25,0,1347,334,3008,4021
346,13,TE,1,50,0.0005000047358169888,25,0,1364,537,1294,2121
347,13,IN,1,50,0.0005000047358169888,25,0,1338,325,3017,4030
348,13,TE,1,50,0.0005285515190075534,25,0,1358,525,1300,2133
349,13,IN,1,50,0.0005285515190075534,25,0,1326,316,3029,4039
350,13,TE,1,50,0.0005593962305114734,25,0,1347,514,1311,2144
351,13,IN,1,50,0.0005593962305114734,25,0,1314,308,3041,4047
352,13,TE,1,50,0.0005928162869010952,25,0,1337,498,1321,2160
353,13,IN,1,50,0.0005928162869010952,25,0,1302,302,3053,4053
354,13,TE,1,50,0.0006291721459333007,25,0,1329,487,1329,2171
355,13,IN,1,50,0.0006291721459333007,25,0,1293,295,3062,4060
356,13,TE,1,50,0.0006688900828539947,25,0,1317,478,1341,2180
357,13,IN,1,50,0.0006688900828539947,25,0,1286,290,3069,4065
358,13,TE,1,50,0.0007124764817035615,25,0,1304,461,1354,2197
359,13,IN,1,50,0.0007124764817035615,25,0,1278,280,3077,4075
360,13,TE,1,50,0.0007605943147138664,25,0,1291,448,1367,2210
